"CPC21code","CPC21partial","HS12code","HS12partial"
"28233",1,"6204.49",0
"28233",1,"6204.51",0
"28233",1,"6204.52",0
"28233",1,"6204.53",0
"28233",1,"6204.59",0
"28233",1,"6204.61",0
"28233",1,"6204.62",0
"28233",1,"6204.63",0
"28233",1,"6204.69",0
"28234",1,"6206.10",0
"28234",1,"6206.20",0
"28234",1,"6206.30",0
"28234",1,"6206.40",0
"28234",1,"6206.90",0
"28234",1,"6208.11",0
"28234",1,"6208.19",0
"28234",1,"6208.21",0
"28234",1,"6208.22",0
"28234",1,"6208.29",0
"28234",1,"6208.91",0
"28234",1,"6208.92",0
"28234",1,"6208.99",0
"28235",1,"6209.20",0
"28235",1,"6209.30",0
"28235",1,"6209.90",0
"28236",1,"6211.11",0
"28236",1,"6211.12",0
"28236",1,"6211.20",0
"28236",1,"6211.32",0
"28236",1,"6211.33",0
"28236",1,"6211.39",0
"28236",1,"6211.42",0
"28236",1,"6211.43",0
"28236",1,"6211.49",0
"28237",1,"6212.10",0
"28237",1,"6212.20",0
"28237",1,"6212.30",0
"28237",1,"6212.90",0
"28238",1,"6213.20",0
"28238",1,"6213.90",0
"28238",1,"6214.10",0
"28238",1,"6214.20",0
"28238",1,"6214.30",0
"28238",1,"6214.40",0
"28238",1,"6214.90",0
"28238",1,"6215.10",0
"28238",1,"6215.20",0
"28238",1,"6215.90",0
"28238",1,"6216.00",0
"28238",1,"6217.10",0
"28238",1,"6217.90",0
"28241",0,"4203.10",0
"28242",1,"4203.29",0
"28242",1,"4203.30",0
"28242",1,"4203.40",0
"28243",0,"3926.20",0
"28250",1,"6113.00",0
"28250",1,"6210.10",0
"28250",1,"6210.20",0
"28250",1,"6210.30",0
"28250",1,"6210.40",0
"28250",1,"6210.50",0
"28261",1,"6501.00",0
"28261",1,"6502.00",0
"28262",1,"6504.00",0
"28262",1,"6505.00",0
"28269",1,"6506.99",0
"28269",1,"6507.00",0
"28310",1,"4302.11",0
"28310",1,"4302.19",0
"28310",1,"4302.20",0
"28310",1,"4302.30",0
"28320",1,"4303.10",0
"28320",1,"4303.90",0
"28330",0,"4304.00",0
"29110",1,"4114.10",0
"29110",1,"4114.20",0
"29120",1,"4104.11",0
"29120",1,"4104.19",0
"29120",1,"4104.41",0
"29120",1,"4104.49",0
"29120",1,"4107.11",0
"29120",1,"4107.12",0
"29120",1,"4107.19",0
"29120",1,"4107.91",0
"29120",1,"4107.92",0
"29120",1,"4107.99",0
"29130",1,"4105.10",0
"29130",1,"4105.30",0
"29130",1,"4106.21",0
"29130",1,"4106.22",0
"29130",1,"4106.31",0
"29130",1,"4106.32",0
"29130",1,"4106.40",0
"29130",1,"4106.91",0
"29130",1,"4106.92",0
"29130",1,"4112.00",0
"29130",1,"4113.10",0
"29130",1,"4113.20",0
"29130",1,"4113.30",0
"29130",1,"4113.90",0
"29130",1,"4115.10",0
"29210",0,"4201.00",0
"29220",1,"4202.11",0
"29220",1,"4202.12",0
"29220",1,"4202.19",0
"29220",1,"4202.21",0
"29220",1,"4202.22",0
"29220",1,"4202.29",0
"29220",1,"4202.31",0
"29220",1,"4202.32",0
"29220",1,"4202.39",0
"29220",1,"4202.91",0
"29220",1,"4202.92",0
"29220",1,"4202.99",0
"29220",1,"9605.00",0
"29230",0,"9113.90",0
"29290",0,"4205.00",0
"29310",1,"6401.92",0
"29310",1,"6401.99",0
"29320",1,"6402.20",0
"29320",1,"6402.91",0
"29320",1,"6402.99",0
"29330",1,"6403.51",0
"29330",1,"6403.59",0
"29330",1,"6403.91",0
"29330",1,"6403.99",0
"29330",1,"6405.10",0
"29340",1,"6404.19",0
"29340",1,"6404.20",0
"29340",1,"6405.20",0
"29410",1,"6402.12",0
"29410",1,"6403.12",0
"29420",0,"6404.11",0
"29490",1,"6402.19",0
"29490",1,"6403.19",0
"29510",1,"6401.10",0
"29510",1,"6403.40",0
"29520",1,"6403.20",0
"29520",1,"6405.90",0
"29600",1,"6406.10",0
"29600",1,"6406.20",0
"29600",1,"6406.90",0
"31101",0,"4407.10",0
"31102",1,"4407.21",0
"31102",1,"4407.22",0
"31102",1,"4407.25",0
"31102",1,"4407.26",0
"31102",1,"4407.27",0
"31102",1,"4407.28",0
"31102",1,"4407.29",0
"31102",1,"4407.91",0
"31102",1,"4407.92",0
"31102",1,"4407.93",0
"31102",1,"4407.94",0
"31102",1,"4407.95",0
"31102",1,"4407.99",0
"31109",0,"4406.10",0
"31211",0,"4409.10",0
"31212",0,"4409.21",0
"31219",0,"4409.29",0
"31220",0,"4405.00",0
"31230",1,"4401.21",0
"31230",1,"4401.22",0
"31310",0,"4403.10",0
"31320",0,"4406.90",0
"31330",1,"4404.10",0
"31330",1,"4404.20",0
"31411",0,"4412.39",0
"31412",1,"4412.31",0
"31412",1,"4412.32",0
"31421",1,"4412.94",1
"31421",1,"4412.99",1
"31422",1,"4412.94",1
"31422",1,"4412.99",1
"31431",0,"4410.11",0
"31432",0,"4410.12",0
"31439",1,"4410.19",0
"31439",1,"4410.90",0
"31441",1,"4411.12",0
"31441",1,"4411.13",0
"31441",1,"4411.14",0
"31442",0,"4411.92",0
"31449",1,"4411.93",0
"31449",1,"4411.94",0
"31450",0,"4412.10",0
"31511",0,"4408.10",0
"31512",1,"4408.31",0
"31512",1,"4408.39",0
"31512",1,"4408.90",0
"31520",0,"4413.00",0
"31600",1,"4418.10",0
"31600",1,"4418.20",0
"31600",1,"4418.40",0
"31600",1,"4418.50",0
"31600",1,"4418.60",0
"31600",1,"4418.71",0
"31600",1,"4418.72",0
"31600",1,"4418.79",0
"31600",1,"4418.90",0
"31700",1,"4415.10",0
"31700",1,"4415.20",0
"31700",1,"4416.00",0
"31911",0,"4417.00",0
"31912",0,"4419.00",0
"31913",1,"4420.10",0
"31913",1,"4420.90",0
"31914",1,"4414.00",0
"31914",1,"4421.10",0
"31914",1,"4421.90",0
"31921",1,"4501.90",0
"31921",1,"4502.00",0
"31922",1,"4503.10",0
"31922",1,"4503.90",0
"31922",1,"4504.10",0
"31922",1,"4504.90",0
"31923",1,"4601.21",0
"31923",1,"4601.22",0
"31923",1,"4601.29",0
"31923",1,"4601.92",0
"31923",1,"4601.93",0
"31923",1,"4601.94",0
"31923",1,"4601.99",0
"31923",1,"4602.11",0
"31923",1,"4602.12",0
"31923",1,"4602.19",0
"31923",1,"4602.90",0
"32111",0,"4702.00",0
"32112",1,"4703.11",0
"32112",1,"4703.19",0
"32112",1,"4703.21",0
"32112",1,"4703.29",0
"32112",1,"4704.11",0
"32112",1,"4704.19",0
"32112",1,"4704.21",0
"32112",1,"4704.29",0
"32113",1,"4701.00",0
"32113",1,"4705.00",0
"32113",1,"4706.10",0
"32113",1,"4706.20",0
"32113",1,"4706.30",0
"32113",1,"4706.91",0
"32113",1,"4706.92",0
"32113",1,"4706.93",0
"32121",0,"4801.00",0
"32122",0,"4802.10",0
"32129",1,"4802.20",0
"32129",1,"4802.40",0
"32129",1,"4802.54",0
"32129",1,"4802.55",0
"32129",1,"4802.56",0
"32129",1,"4802.57",0
"32129",1,"4802.58",0
"32129",1,"4802.61",0
"32129",1,"4802.62",0
"32129",1,"4802.69",0
"32131",0,"4803.00",0
"32132",1,"4804.11",0
"32132",1,"4804.19",0
"32133",1,"4804.21",0
"32133",1,"4804.29",0
"32133",1,"4804.31",0
"32133",1,"4804.39",0
"32133",1,"4804.41",0
"32133",1,"4804.42",0
"32133",1,"4804.49",0
"32133",1,"4804.51",0
"32133",1,"4804.52",0
"32133",1,"4804.59",0
"32133",1,"4808.40",0
"32134",1,"4805.11",0
"32134",1,"4805.12",0
"32134",1,"4805.19",0
"32135",1,"4805.24",0
"32135",1,"4805.25",0
"32136",1,"4805.30",0
"32136",1,"4805.40",0
"32136",1,"4805.50",0
"32136",1,"4805.91",0
"32136",1,"4805.92",0
"32136",1,"4805.93",0
"32136",1,"4813.90",0
"32137",1,"4806.10",0
"32137",1,"4806.20",0
"32137",1,"4806.30",0
"32137",1,"4806.40",0
"32141",0,"4807.00",0
"32142",0,"4808.90",0
"32143",1,"4810.13",0
"32143",1,"4810.14",0
"32143",1,"4810.19",0
"32143",1,"4810.22",0
"32143",1,"4810.29",0
"32143",1,"4810.31",0
"32143",1,"4810.32",0
"32143",1,"4810.39",0
"32143",1,"4810.92",0
"32143",1,"4810.99",0
"32149",1,"4809.20",0
"32149",1,"4809.90",0
"32149",1,"4811.10",0
"32149",1,"4811.41",0
"32149",1,"4811.49",0
"32149",1,"4811.51",0
"32149",1,"4811.59",0
"32149",1,"4811.60",0
"32149",1,"4811.90",0
"32151",0,"4808.10",0
"32152",1,"4819.30",0
"32152",1,"4819.40",0
"32153",1,"4819.10",0
"32153",1,"4819.20",0
"32153",1,"4819.50",0
"32153",1,"4819.60",0
"32191",1,"4816.20",0
"32191",1,"4816.90",0
"32192",1,"4817.10",0
"32192",1,"4817.20",0
"32192",1,"4817.30",0
"32193",1,"4818.10",0
"32193",1,"4818.20",0
"32193",1,"4818.30",0
"32193",1,"4818.50",0
"32193",1,"4818.90",0
"32194",1,"4814.20",0
"32194",1,"4814.90",0
"32195",0,"5905.00",0
"32196",0,"9619.00",0
"32197",1,"4821.10",0
"32197",1,"4821.90",0
"32198",0,"4812.00",0
"32199",1,"4813.10",0
"32199",1,"4813.20",0
"32199",1,"4822.10",0
"32199",1,"4822.90",0
"32199",1,"4823.20",0
"32199",1,"4823.40",0
"32199",1,"4823.61",0
"32199",1,"4823.69",0
"32199",1,"4823.70",0
"32199",1,"4823.90",0
"32210",1,"4901.10",1
"32210",1,"4901.99",1
"32220",1,"4901.10",1
"32220",1,"4901.91",0
"32220",1,"4901.99",1
"32220",1,"4905.91",0
"32230",1,"4901.10",1
"32230",1,"4901.99",1
"32291",1,"4901.10",1
"32291",1,"4901.99",1
"32292",1,"4901.10",1
"32292",1,"4901.99",1
"32292",1,"4903.00",0
"32299",1,"4901.10",1
"32299",1,"4901.99",1
"32300",0,"4902.10",0
"32410",0,"4902.90",1
"32420",0,"4902.90",1
"32490",0,"4902.90",1
"32511",0,"4905.99",0
"32512",0,"4905.10",0
"32520",0,"4904.00",0
"32530",0,"4909.00",0
"32540",0,"4911.91",0
"32550",0,"4906.00",0
"32610",0,"4907.00",0
"32620",0,"4911.10",0
"32630",1,"4908.10",0
"32630",1,"4908.90",0
"32630",1,"4910.00",0
"32690",0,"4911.99",0
"32700",1,"4820.10",0
"32700",1,"4820.20",0
"32700",1,"4820.30",0
"32700",1,"4820.40",0
"32700",1,"4820.50",0
"32700",1,"4820.90",0
"32800",0,"8442.50",0
"33100",0,"2704.00",0
"33200",0,"2706.00",0
"33311",0,"2710.12",1
"33312",0,"2710.12",1
"33320",0,"2710.12",1
"33330",1,"2710.12",1
"33330",1,"2710.19",1
"33342",0,"2710.19",1
"33349",0,"2710.19",1
"33350",0,"2710.19",1
"33360",1,"2710.19",1
"33360",1,"2710.20",0
"33360",1,"3826.00",1
"33370",0,"2710.19",1
"33380",0,"2710.19",1
"33390",1,"2710.12",1
"33390",1,"2710.19",1
"33410",1,"2711.12",0
"33410",1,"2711.13",0
"33421",0,"2711.14",0
"33429",1,"2711.19",0
"33429",1,"2711.29",0
"33500",1,"2712.10",0
"33500",1,"2712.20",0
"33500",1,"2712.90",0
"33500",1,"2713.11",0
"33500",1,"2713.12",0
"33500",1,"2713.20",0
"33500",1,"2713.90",0
"33610",0,"2844.10",0
"33620",0,"2844.20",0
"33630",0,"2844.30",0
"33690",0,"2844.40",0
"33710",0,"8401.30",0
"33720",0,"2844.50",0
"34110",1,"2901.10",0
"34110",1,"2901.21",0
"34110",1,"2901.22",0
"34110",1,"2901.23",0
"34110",1,"2901.24",0
"34110",1,"2901.29",0
"34110",1,"2902.11",0
"34110",1,"2902.19",0
"34110",1,"2902.20",0
"34110",1,"2902.30",0
"34110",1,"2902.41",0
"34110",1,"2902.42",0
"34110",1,"2902.43",0
"34110",1,"2902.44",0
"34110",1,"2902.50",0
"34110",1,"2902.60",0
"34110",1,"2902.70",0
"34110",1,"2902.90",0
"34110",1,"2903.11",0
"34110",1,"2903.12",0
"34110",1,"2903.13",0
"34110",1,"2903.14",0
"34110",1,"2903.15",0
"34110",1,"2903.19",0
"34110",1,"2903.21",0
"34110",1,"2903.22",0
"34110",1,"2903.23",0
"34110",1,"2903.29",0
"34110",1,"2903.31",0
"34110",1,"2903.39",0
"34110",1,"2903.71",0
"34110",1,"2903.72",0
"34110",1,"2903.73",0
"34110",1,"2903.74",0
"34110",1,"2903.75",0
"34110",1,"2903.76",0
"34110",1,"2903.77",0
"34110",1,"2903.78",0
"34110",1,"2903.79",0
"34110",1,"2903.81",0
"34110",1,"2903.82",0
"34110",1,"2903.89",0
"34110",1,"2903.91",0
"34110",1,"2903.92",0
"34110",1,"2903.99",0
"34110",1,"2904.10",0
"34110",1,"2904.20",0
"34110",1,"2904.90",0
"34120",1,"3823.11",0
"34120",1,"3823.12",0
"34120",1,"3823.13",0
"34120",1,"3823.19",0
"34131",0,"2207.20",0
"34139",1,"2905.11",0
"34139",1,"2905.12",0
"34139",1,"2905.13",0
"34139",1,"2905.14",0
"34139",1,"2905.16",0
"34139",1,"2905.17",0
"34139",1,"2905.19",0
"34139",1,"2905.22",0
"34139",1,"2905.29",0
"34139",1,"2905.31",0
"34139",1,"2905.32",0
"34139",1,"2905.39",0
"34139",1,"2905.41",0
"34139",1,"2905.42",0
"34139",1,"2905.43",0
"34139",1,"2905.44",0
"34139",1,"2905.49",0
"34139",1,"2905.51",0
"34139",1,"2905.59",0
"34139",1,"2906.11",0
"34139",1,"2906.12",0
"34139",1,"2906.13",0
"34139",1,"2906.19",0
"34139",1,"2906.21",0
"34139",1,"2906.29",0
"34139",1,"2907.11",0
"34139",1,"2907.12",0
"34139",1,"2907.13",0
"34139",1,"2907.15",0
"34139",1,"2907.19",0
"34139",1,"2907.21",0
"34139",1,"2907.22",0
"34139",1,"2907.23",0
"34139",1,"2907.29",0
"34139",1,"2908.11",0
"34139",1,"2908.19",0
"34139",1,"2908.91",0
"34139",1,"2908.92",0
"34139",1,"2908.99",0
"34139",1,"3823.70",0
"34140",1,"2915.11",0
"34140",1,"2915.12",0
"34140",1,"2915.13",0
"34140",1,"2915.21",0
"34140",1,"2915.24",0
"34140",1,"2915.29",0
"34140",1,"2915.31",0
"34140",1,"2915.32",0
"34140",1,"2915.33",0
"34140",1,"2915.36",0
"34140",1,"2915.39",0
"34140",1,"2915.40",0
"34140",1,"2915.50",0
"34140",1,"2915.60",0
"34140",1,"2915.70",0
"34140",1,"2915.90",0
"34140",1,"2916.11",0
"34140",1,"2916.12",0
"34140",1,"2916.13",0
"34140",1,"2916.14",0
"34140",1,"2916.15",0
"34140",1,"2916.16",0
"34140",1,"2916.19",0
"34140",1,"2916.20",0
"34140",1,"2916.31",0
"34140",1,"2916.32",0
"34140",1,"2916.34",0
"34140",1,"2916.39",0
"34140",1,"2917.11",0
"34140",1,"2917.12",0
"34140",1,"2917.13",0
"34140",1,"2917.14",0
"34140",1,"2917.19",0
"34140",1,"2917.20",0
"34140",1,"2917.32",0
"34140",1,"2917.33",0
"34140",1,"2917.34",0
"34140",1,"2917.35",0
"34140",1,"2917.36",0
"34140",1,"2917.37",0
"34140",1,"2917.39",0
"34140",1,"2918.11",0
"34140",1,"2918.12",0
"34140",1,"2918.13",0
"34140",1,"2918.14",0
"34140",1,"2918.15",0
"34140",1,"2918.16",0
"34140",1,"2918.18",0
"34140",1,"2918.19",0
"34140",1,"2918.29",0
"34140",1,"2918.30",0
"34140",1,"2918.91",0
"34140",1,"2918.99",0
"34150",1,"2921.11",0
"34150",1,"2921.19",0
"34150",1,"2921.21",0
"34150",1,"2921.22",0
"34150",1,"2921.29",0
"34150",1,"2921.30",0
"34150",1,"2921.41",0
"34150",1,"2921.42",0
"34150",1,"2921.43",0
"34150",1,"2921.44",0
"34150",1,"2921.45",0
"34150",1,"2921.46",0
"34150",1,"2921.49",0
"34150",1,"2921.51",0
"34150",1,"2921.59",0
"34150",1,"2922.11",0
"34150",1,"2922.12",0
"34150",1,"2922.13",0
"34150",1,"2922.14",0
"34150",1,"2922.19",0
"34150",1,"2922.21",0
"34150",1,"2922.29",0
"34150",1,"2922.31",0
"34150",1,"2922.39",0
"34150",1,"2922.43",0
"34150",1,"2922.44",0
"34150",1,"2922.49",0
"34150",1,"2922.50",0
"34150",1,"2924.21",0
"34150",1,"2925.11",0
"34150",1,"2925.12",0
"34150",1,"2925.19",0
"34150",1,"2925.21",0
"34150",1,"2925.29",0
"34150",1,"2926.10",0
"34150",1,"2926.20",0
"34150",1,"2926.30",0
"34150",1,"2926.90",0
"34150",1,"2927.00",0
"34150",1,"2928.00",0
"34150",1,"2929.10",0
"34150",1,"2929.90",0
"34150",1,"3102.50",0
"34160",1,"2930.20",0
"34160",1,"2930.30",0
"34160",1,"2930.40",0
"34160",1,"2930.50",0
"34160",1,"2930.90",0
"34160",1,"2931.10",0
"34160",1,"2931.20",0
"34160",1,"2931.90",0
"34160",1,"2932.11",0
"34160",1,"2932.12",0
"34160",1,"2932.13",0
"34160",1,"2932.19",0
"34160",1,"2932.91",0
"34160",1,"2932.92",0
"34160",1,"2932.93",0
"34160",1,"2932.94",0
"34160",1,"2932.95",0
"34160",1,"2932.99",0
"34160",1,"2933.29",0
"34160",1,"2933.31",0
"34160",1,"2933.32",0
"34160",1,"2933.33",0
"34160",1,"2933.39",0
"34160",1,"2933.41",0
"34160",1,"2933.49",0
"34160",1,"2933.61",0
"34160",1,"2933.71",0
"34160",1,"2933.72",0
"34160",1,"2933.79",0
"34160",1,"2933.91",0
"34160",1,"2933.99",0
"34160",1,"2934.10",0
"34160",1,"2934.20",0
"34160",1,"2934.91",0
"34160",1,"2934.99",0
"34170",1,"2909.11",0
"34170",1,"2909.19",0
"34170",1,"2909.20",0
"34170",1,"2909.30",0
"34170",1,"2909.41",0
"34170",1,"2909.43",0
"34170",1,"2909.44",0
"34170",1,"2909.49",0
"34170",1,"2909.50",0
"34170",1,"2909.60",0
"34170",1,"2910.10",0
"34170",1,"2910.20",0
"34170",1,"2910.30",0
"34170",1,"2910.40",0
"34170",1,"2910.90",0
"34170",1,"2911.00",0
"34170",1,"2912.11",0
"34170",1,"2912.12",0
"34170",1,"2912.19",0
"34170",1,"2912.21",0
"34170",1,"2912.29",0
"34170",1,"2912.41",0
"34170",1,"2912.42",0
"34170",1,"2912.49",0
"34170",1,"2912.50",0
"34170",1,"2912.60",0
"34170",1,"2913.00",0
"34170",1,"2914.11",0
"34170",1,"2914.12",0
"34170",1,"2914.13",0
"34170",1,"2914.19",0
"34170",1,"2914.22",0
"34170",1,"2914.23",0
"34170",1,"2914.29",0
"34170",1,"2914.31",0
"34170",1,"2914.39",0
"34170",1,"2914.40",0
"34170",1,"2914.50",0
"34170",1,"2914.61",0
"34170",1,"2914.69",0
"34170",1,"2914.70",0
"34170",1,"2942.00",0
"34170",1,"3507.10",0
"34170",1,"3507.90",0
"34180",1,"2919.10",0
"34180",1,"2919.90",0
"34180",1,"2920.11",0
"34180",1,"2920.19",0
"34180",1,"2920.90",0
"34210",1,"2804.10",0
"34210",1,"2804.21",0
"34210",1,"2804.29",0
"34210",1,"2804.30",0
"34210",1,"2804.40",0
"34210",1,"2811.21",0
"34210",1,"2811.29",0
"34220",1,"2817.00",0
"34220",1,"2819.10",0
"34220",1,"2819.90",0
"34220",1,"2820.10",0
"34220",1,"2820.90",0
"34220",1,"2821.10",0
"34220",1,"2821.20",0
"34220",1,"2822.00",0
"34220",1,"2823.00",0
"34220",1,"2824.10",0
"34220",1,"2824.90",0
"34220",1,"2825.20",0
"34220",1,"2825.30",0
"34220",1,"2825.40",0
"34220",1,"2825.50",0
"34220",1,"2825.60",0
"34220",1,"2825.70",0
"34220",1,"2825.80",0
"34220",1,"2825.90",0
"34231",1,"2801.10",0
"34231",1,"2801.20",0
"34231",1,"2801.30",0
"34231",1,"2802.00",0
"34231",1,"2803.00",0
"34231",1,"2804.50",0
"34231",1,"2804.61",0
"34231",1,"2804.69",0
"34231",1,"2804.70",0
"34231",1,"2804.80",0
"34231",1,"2804.90",0
"34231",1,"2805.11",0
"34231",1,"2805.12",0
"34231",1,"2805.19",0
"34231",1,"2805.30",0
"34231",1,"2805.40",0
"34231",1,"2806.10",0
"34231",1,"2806.20",0
"34231",1,"2807.00",0
"34231",1,"2809.10",0
"34231",1,"2810.00",0
"34231",1,"2811.11",0
"34231",1,"2811.19",0
"34231",1,"2811.22",0
"34231",1,"2812.10",0
"34231",1,"2812.90",0
"34231",1,"2813.10",0
"34231",1,"2813.90",0
"34231",1,"2815.11",0
"34231",1,"2815.12",0
"34231",1,"2815.20",0
"34231",1,"2815.30",0
"34231",1,"2816.10",0
"34231",1,"2816.40",0
"34231",1,"2818.30",0
"34231",1,"2825.10",0
"34232",0,"2809.20",0
"34233",0,"2808.00",0
"34240",1,"2826.12",0
"34240",1,"2826.19",0
"34240",1,"2826.30",0
"34240",1,"2826.90",0
"34240",1,"2827.20",0
"34240",1,"2827.31",0
"34240",1,"2827.32",0
"34240",1,"2827.35",0
"34240",1,"2827.39",0
"34240",1,"2827.41",0
"34240",1,"2827.49",0
"34240",1,"2827.51",0
"34240",1,"2827.59",0
"34240",1,"2827.60",0
"34240",1,"2828.10",0
"34240",1,"2828.90",0
"34240",1,"2829.11",0
"34240",1,"2829.19",0
"34240",1,"2829.90",0
"34240",1,"2830.10",0
"34240",1,"2830.90",0
"34240",1,"2831.10",0
"34240",1,"2831.90",0
"34240",1,"2832.10",0
"34240",1,"2832.20",0
"34240",1,"2832.30",0
"34240",1,"2833.11",0
"34240",1,"2833.19",0
"34240",1,"2833.21",0
"34240",1,"2833.22",0
"34240",1,"2833.24",0
"34240",1,"2833.25",0
"34240",1,"2833.27",0
"34240",1,"2833.29",0
"34240",1,"2833.30",0
"34240",1,"2833.40",0
"34240",1,"2834.29",0
"34240",1,"2835.10",0
"34240",1,"2835.22",0
"34240",1,"2835.24",0
"34240",1,"2835.25",0
"34240",1,"2835.26",0
"34240",1,"2835.29",0
"34240",1,"2835.31",0
"34240",1,"2835.39",0
"34240",1,"2836.20",0
"34240",1,"2836.30",0
"34240",1,"2836.40",0
"34240",1,"2836.50",0
"34240",1,"2836.60",0
"34240",1,"2836.91",0
"34240",1,"2836.92",0
"34240",1,"2836.99",0
"34250",1,"2841.30",0
"34250",1,"2841.50",0
"34250",1,"2841.61",0
"34250",1,"2841.69",0
"34250",1,"2841.70",0
"34250",1,"2841.80",0
"34250",1,"2841.90",0
"34250",1,"2843.10",0
"34250",1,"2843.21",0
"34250",1,"2843.29",0
"34250",1,"2843.30",0
"34250",1,"2843.90",0
"34250",1,"2852.10",0
"34250",1,"2852.90",0
"34250",1,"2853.00",0
"34260",1,"2845.10",0
"34260",1,"2845.90",0
"34270",1,"2837.11",0
"34270",1,"2837.19",0
"34270",1,"2837.20",0
"34270",1,"2839.11",0
"34270",1,"2839.19",0
"34270",1,"2839.90",0
"34270",1,"2840.11",0
"34270",1,"2840.19",0
"34270",1,"2840.20",0
"34270",1,"2840.30",0
"34270",1,"2842.10",0
"34270",1,"2842.90",0
"34280",1,"2847.00",0
"34280",1,"2848.00",0
"34280",1,"2849.10",0
"34280",1,"2849.20",0
"34280",1,"2849.90",0
"34280",1,"2850.00",0
"34290",1,"2846.10",0
"34290",1,"2846.90",0
"34310",1,"3204.11",0
"34310",1,"3204.12",0
"34310",1,"3204.13",0
"34310",1,"3204.14",0
"34310",1,"3204.15",0
"34310",1,"3204.16",0
"34310",1,"3204.17",0
"34310",1,"3204.19",0
"34310",1,"3204.20",0
"34310",1,"3204.90",0
"34310",1,"3205.00",0
"34320",1,"3201.10",0
"34320",1,"3201.20",0
"34320",1,"3201.90",0
"34320",1,"3203.00",0
"34330",1,"3202.10",0
"34330",1,"3202.90",0
"34340",1,"3206.11",0
"34340",1,"3206.19",0
"34340",1,"3206.20",0
"34340",1,"3206.41",0
"34340",1,"3206.42",0
"34340",1,"3206.49",0
"34340",1,"3206.50",0
"34400",1,"3802.90",0
"34400",1,"3803.00",0
"34400",1,"3805.10",0
"34400",1,"3805.90",0
"34400",1,"3806.10",0
"34400",1,"3806.20",0
"34400",1,"3806.30",0
"34400",1,"3806.90",0
"34400",1,"3807.00",0
"34510",1,"4402.10",0
"34510",1,"4402.90",0
"34520",0,"2503.00",0
"34530",0,"2601.20",0
"34540",1,"2707.10",0
"34540",1,"2707.20",0
"34540",1,"2707.30",0
"34540",1,"2707.40",0
"34540",1,"2707.50",0
"34540",1,"2707.91",0
"34540",1,"2707.99",0
"34540",1,"2708.10",0
"34540",1,"2708.20",0
"34550",0,"1518.00",0
"34560",1,"7104.10",0
"34560",1,"7104.20",0
"34570",1,"1520.00",0
"34570",1,"2905.45",0
"34611",0,"3102.10",0
"34612",0,"3102.21",0
"34613",0,"3102.30",0
"34614",0,"3102.60",0
"34615",0,"3102.40",0
"34616",0,"3102.80",0
"34619",1,"3102.29",0
"34619",1,"3102.90",0
"34621",0,"3103.10",0
"34629",0,"3103.90",0
"34631",0,"3104.20",0
"34632",0,"3104.30",0
"34639",0,"3104.90",0
"34641",0,"3105.20",0
"34642",0,"3105.30",0
"34643",0,"3105.40",0
"34644",1,"3105.51",0
"34644",1,"3105.59",0
"34645",0,"3105.60",0
"34646",0,"2834.21",0
"34649",0,"3105.90",0
"34651",0,"2814.10",0
"34652",0,"2814.20",0
"34653",1,"2827.10",0
"34653",1,"2834.10",0
"34654",0,"3101.00",0
"34659",0,"3105.10",0
"34661",0,"3808.91",0
"34662",0,"3808.92",0
"34663",0,"3808.93",0
"34664",0,"3808.94",0
"34666",0,"3808.50",0
"34669",0,"3808.99",0
"34710",1,"3901.10",0
"34710",1,"3901.20",0
"34710",1,"3901.30",0
"34710",1,"3901.90",0
"34720",1,"3903.11",0
"34720",1,"3903.19",0
"34720",1,"3903.20",0
"34720",1,"3903.30",0
"34720",1,"3903.90",0
"34730",1,"3904.10",0
"34730",1,"3904.21",0
"34730",1,"3904.22",0
"34730",1,"3904.30",0
"34730",1,"3904.40",0
"34730",1,"3904.50",0
"34730",1,"3904.61",0
"34730",1,"3904.69",0
"34730",1,"3904.90",0
"34740",1,"3907.10",0
"34740",1,"3907.20",0
"34740",1,"3907.30",0
"34740",1,"3907.40",0
"34740",1,"3907.50",0
"34740",1,"3907.60",0
"34740",1,"3907.70",0
"34740",1,"3907.91",0
"34740",1,"3907.99",0
"34790",1,"3902.10",0
"34790",1,"3902.20",0
"34790",1,"3902.30",0
"34790",1,"3902.90",0
"34790",1,"3905.12",0
"34790",1,"3905.19",0
"34790",1,"3905.21",0
"34790",1,"3905.29",0
"34790",1,"3905.30",0
"34790",1,"3905.91",0
"34790",1,"3905.99",0
"34790",1,"3906.10",0
"34790",1,"3906.90",0
"34790",1,"3908.10",0
"34790",1,"3908.90",0
"34790",1,"3909.10",0
"34790",1,"3909.20",0
"34790",1,"3909.30",0
"34790",1,"3909.40",0
"34790",1,"3909.50",0
"34790",1,"3910.00",0
"34790",1,"3911.10",0
"34790",1,"3911.90",0
"34790",1,"3912.11",0
"34790",1,"3912.12",0
"34790",1,"3912.20",0
"34790",1,"3912.31",0
"34790",1,"3912.39",0
"34790",1,"3912.90",0
"34790",1,"3913.10",0
"34790",1,"3913.90",0
"34790",1,"3914.00",0
"34800",1,"4002.11",0
"34800",1,"4002.19",0
"34800",1,"4002.20",0
"34800",1,"4002.31",0
"34800",1,"4002.39",0
"34800",1,"4002.41",0
"34800",1,"4002.49",0
"34800",1,"4002.51",0
"34800",1,"4002.59",0
"34800",1,"4002.60",0
"34800",1,"4002.70",0
"34800",1,"4002.80",0
"34800",1,"4002.91",0
"34800",1,"4002.99",0
