sheet,addr,row,col,text,is_formula_cell,font_name,font_size,bold,italic,h_align,v_align,merged,merged_master,merged_range,top_px,left_px,width_px,height_px,is_title_like
L,R91,91,18,(B),,,,,,,,False,,,1530,789,64,17,True
L,S91,91,19,PK,,,,,,,,False,,,1530,853,21,17,True
L,T91,91,20,(A),,,,,,,,False,,,1530,874,48,17,True
L,U91,91,21,(B),,,,,,,,False,,,1530,922,64,17,True
L,V91,91,22,PK,,,,,,,,False,,,1530,986,21,17,True
L,W91,91,23,(A),,,,,,,,False,,,1530,1007,48,17,True
L,X91,91,24,(B),,,,,,,,False,,,1530,1055,64,17,True
L,Y91,91,25,PK,,,,,,,,False,,,1530,1119,21,17,True
L,Z91,91,26,(A),,,,,,,,False,,,1530,1140,48,17,True
L,AA91,91,27,(B),,,,,,,,False,,,1530,1188,64,17,True
L,AB91,91,28,PK,,,,,,,,False,,,1530,1252,21,17,True
L,AC91,91,29,(A),,,,,,,,False,,,1530,1273,48,17,True
L,AD91,91,30,(B),,,,,,,,False,,,1530,1321,64,17,True
L,AE91,91,31,PK,,,,,,,,False,,,1530,1385,21,17,True
L,AF91,91,32,(A),,,,,,,,False,,,1530,1406,48,17,True
L,AG91,91,33,(B),,,,,,,,False,,,1530,1454,64,17,True
L,AH91,91,34,PK,,,,,,,,False,,,1530,1518,21,17,True
L,AI91,91,35,(A),,,,,,,,False,,,1530,1539,48,17,True
L,AJ91,91,36,(B),,,,,,,,False,,,1530,1587,64,17,True
L,AK91,91,37,PK,,,,,,,,False,,,1530,1651,21,17,True
L,AL91,91,38,(A),,,,,,,,False,,,1530,1672,48,17,True
L,AM91,91,39,(B),,,,,,,,False,,,1530,1720,64,17,True
L,B92,92,2,Diourbel,,,,,,,,False,,,1547,26,98,17,False
L,C92,92,3,Bambey,,,,,,,,False,,,1547,124,64,17,False
L,B93,93,2,Diourbel,,,,,,,,False,,,1564,26,98,17,False
L,C93,93,3,Diourbel,,,,,,,,False,,,1564,124,64,17,False
L,B94,94,2,Diourbel,,,,,,,,False,,,1581,26,98,17,False
L,C94,94,3,Mbacke,,,,,,,,False,,,1581,124,64,17,False
L,B95,95,2,Fatick,,,,,,,,False,,,1598,26,98,17,False
L,C95,95,3,Fatick,,,,,,,,False,,,1598,124,64,17,False
L,B96,96,2,Fatick,,,,,,,,False,,,1615,26,98,17,False
L,C96,96,3,Foundiougne,,,,,,,,False,,,1615,124,64,17,False
L,B97,97,2,Fatick,,,,,,,,False,,,1632,26,98,17,False
L,C97,97,3,Gossas,,,,,,,,False,,,1632,124,64,17,False
L,B98,98,2,Kédougou,,,,,,,,False,,,1649,26,98,17,False
L,C98,98,3,Kédougou,,,,,,,,False,,,1649,124,64,17,False
L,B99,99,2,Kédougou,,,,,,,,False,,,1666,26,98,17,False
L,C99,99,3,Salemata,,,,,,,,False,,,1666,124,64,17,False
L,B100,100,2,Kédougou,,,,,,,,False,,,1683,26,98,17,False
L,C100,100,3,Saraya,,,,,,,,False,,,1683,124,64,17,False
L,B101,101,2,Kolda,,,,,,,,False,,,1700,26,98,17,False
L,C101,101,3,Kolda,,,,,,,,False,,,1700,124,64,17,False
L,B102,102,2,Louga,,,,,,,,False,,,1717,26,98,17,False
L,C102,102,3,Kébémer,,,,,,,,False,,,1717,124,64,17,False
L,B103,103,2,Louga,,,,,,,,False,,,1734,26,98,17,False
L,C103,103,3,Louga,,,,,,,,False,,,1734,124,64,17,False
L,B104,104,2,Sedhiou,,,,,,,,False,,,1751,26,98,17,False
L,C104,104,3,Bounkiling,,,,,,,,False,,,1751,124,64,17,False
L,B105,105,2,Sedhiou,,,,,,,,False,,,1768,26,98,17,False
L,C105,105,3,Goudomp,,,,,,,,False,,,1768,124,64,17,False
L,B106,106,2,Sedhiou,,,,,,,,False,,,1785,26,98,17,False
L,C106,106,3,Sedhiou,,,,,,,,False,,,1785,124,64,17,False
L,B107,107,2,Thiès,,,,,,,,False,,,1802,26,98,17,False
L,C107,107,3,Thies,,,,,,,,False,,,1802,124,64,17,False
L,B108,108,2,Thiès,,,,,,,,False,,,1819,26,98,17,False
L,C108,108,3,Tivaouane,,,,,,,,False,,,1819,124,64,17,False
L,B109,109,2,Ziguinchor,,,,,,,,False,,,1836,26,98,17,False
L,C109,109,3,Bignona,,,,,,,,False,,,1836,124,64,17,False
L,B110,110,2,Ziguinchor,,,,,,,,False,,,1853,26,98,17,False
L,C110,110,3,Oussouye,,,,,,,,False,,,1853,124,64,17,False
L,B111,111,2,Ziguinchor,,,,,,,,False,,,1870,26,98,17,False
L,C111,111,3,Ziguinchor,,,,,,,,False,,,1870,124,64,17,False
L,C113,113,3,saison 2,,,,,,,,False,,,1904,124,64,17,False
L,F113,113,6,(A) = spécification du problème pour le nombre d'animaux laitiers (par 10 femmelles reproductives),,,,,,,,False,,,1904,257,64,17,False
L,B114,114,2,Chameaux,,,,,,,,False,,,1921,26,98,17,False
L,C114,114,3,saison 2,,,,,,,,False,,,1921,124,64,17,False
L,F114,114,6,(B) = spécification du problème pour rendement laitier par jour,,,,,,,,False,,,1921,257,64,17,False
L,AO114,114,41,Chameaux,,,,,,,,False,,,1921,1824,47,17,False
L,AQ114,114,43,saison 2,,,,,,,,False,,,1921,1935,64,17,False
L,B115,115,2,Region,,,,,,,,False,,,1938,26,98,17,False
L,C115,115,3,District,,,,,,,,False,,,1938,124,64,17,False
L,D115,115,4,ZME,,,,,,,,False,,,1938,188,21,17,True
L,AO115,115,41,ZME,,,,,,,,False,,,1938,1824,47,17,True
L,E116,116,5,SN07,,,,,,,,False,,,1955,209,48,17,True
L,H116,116,8,SN08,,,,,,,,False,,,1955,342,48,17,True
L,K116,116,11,SN11,,,,,,,,False,,,1955,475,48,17,True
L,N116,116,14,SN12,,,,,,,,False,,,1955,608,48,17,True
L,Q116,116,17,SN14,,,,,,,,False,,,1955,741,48,17,True
L,T116,116,20,SN05,,,,,,,,False,,,1955,874,48,17,True
L,W116,116,23,SN15,,,,,,,,False,,,1955,1007,48,17,True
L,Z116,116,26,BK8,,,,,,,,False,,,1955,1140,48,17,True
L,AC116,116,29,BK9,,,,,,,,False,,,1955,1273,48,17,True
L,AF116,116,32,BK10,,,,,,,,False,,,1955,1406,48,17,True
L,AI116,116,35,BK11,,,,,,,,False,,,1955,1539,48,17,True
L,AL116,116,38,BK12,,,,,,,,False,,,1955,1672,48,17,True
L,AO116,116,41,SN07,,,,,,,,False,,,1955,1824,47,17,True
L,AP116,116,42,SN08,,,,,,,,False,,,1955,1871,64,17,True
L,AQ116,116,43,SN11,,,,,,,,False,,,1955,1935,64,17,True
L,AR116,116,44,SN12,,,,,,,,False,,,1955,1999,64,17,True
L,AS116,116,45,SN14,,,,,,,,False,,,1955,2063,64,17,True
L,AT116,116,46,SN05,,,,,,,,False,,,1955,2127,64,17,True
L,AU116,116,47,SN15,,,,,,,,False,,,1955,2191,64,17,True
L,AV116,116,48,BK8,,,,,,,,False,,,1955,2255,64,17,True
L,AW116,116,49,BK9,,,,,,,,False,,,1955,2319,64,17,True
L,AX116,116,50,BK10,,,,,,,,False,,,1955,2383,64,17,True
L,AY116,116,51,BK11,,,,,,,,False,,,1955,2447,64,17,True
L,AZ116,116,52,BK12,,,,,,,,False,,,1955,2511,64,17,True
L,D117,117,4,PK,,,,,,,,False,,,1972,188,21,17,True
L,E117,117,5,(A),,,,,,,,False,,,1972,209,48,17,True
L,F117,117,6,(B),,,,,,,,False,,,1972,257,64,17,True
L,G117,117,7,PK,,,,,,,,False,,,1972,321,21,17,True
L,H117,117,8,(A),,,,,,,,False,,,1972,342,48,17,True
L,I117,117,9,(B),,,,,,,,False,,,1972,390,64,17,True
L,J117,117,10,PK,,,,,,,,False,,,1972,454,21,17,True
L,K117,117,11,(A),,,,,,,,False,,,1972,475,48,17,True
L,L117,117,12,(B),,,,,,,,False,,,1972,523,64,17,True
L,M117,117,13,PK,,,,,,,,False,,,1972,587,21,17,True
L,N117,117,14,(A),,,,,,,,False,,,1972,608,48,17,True
L,O117,117,15,(B),,,,,,,,False,,,1972,656,64,17,True
L,P117,117,16,PK,,,,,,,,False,,,1972,720,21,17,True
L,Q117,117,17,(A),,,,,,,,False,,,1972,741,48,17,True
L,R117,117,18,(B),,,,,,,,False,,,1972,789,64,17,True
L,S117,117,19,PK,,,,,,,,False,,,1972,853,21,17,True
L,T117,117,20,(A),,,,,,,,False,,,1972,874,48,17,True
L,U117,117,21,(B),,,,,,,,False,,,1972,922,64,17,True
L,V117,117,22,PK,,,,,,,,False,,,1972,986,21,17,True
L,W117,117,23,(A),,,,,,,,False,,,1972,1007,48,17,True
L,X117,117,24,(B),,,,,,,,False,,,1972,1055,64,17,True
L,Y117,117,25,PK,,,,,,,,False,,,1972,1119,21,17,True
L,Z117,117,26,(A),,,,,,,,False,,,1972,1140,48,17,True
L,AA117,117,27,(B),,,,,,,,False,,,1972,1188,64,17,True
L,AB117,117,28,PK,,,,,,,,False,,,1972,1252,21,17,True
L,AC117,117,29,(A),,,,,,,,False,,,1972,1273,48,17,True
L,AD117,117,30,(B),,,,,,,,False,,,1972,1321,64,17,True
L,AE117,117,31,PK,,,,,,,,False,,,1972,1385,21,17,True
L,AF117,117,32,(A),,,,,,,,False,,,1972,1406,48,17,True
L,AG117,117,33,(B),,,,,,,,False,,,1972,1454,64,17,True
L,AH117,117,34,PK,,,,,,,,False,,,1972,1518,21,17,True
L,AI117,117,35,(A),,,,,,,,False,,,1972,1539,48,17,True
L,AJ117,117,36,(B),,,,,,,,False,,,1972,1587,64,17,True
L,AK117,117,37,PK,,,,,,,,False,,,1972,1651,21,17,True
L,AL117,117,38,(A),,,,,,,,False,,,1972,1672,48,17,True
L,AM117,117,39,(B),,,,,,,,False,,,1972,1720,64,17,True
L,B118,118,2,Diourbel,,,,,,,,False,,,1989,26,98,17,False
L,C118,118,3,Bambey,,,,,,,,False,,,1989,124,64,17,False
L,B119,119,2,Diourbel,,,,,,,,False,,,2006,26,98,17,False
L,C119,119,3,Diourbel,,,,,,,,False,,,2006,124,64,17,False
L,B120,120,2,Diourbel,,,,,,,,False,,,2023,26,98,17,False
L,C120,120,3,Mbacke,,,,,,,,False,,,2023,124,64,17,False
L,B121,121,2,Fatick,,,,,,,,False,,,2040,26,98,17,False
L,C121,121,3,Fatick,,,,,,,,False,,,2040,124,64,17,False
L,B122,122,2,Fatick,,,,,,,,False,,,2057,26,98,17,False
L,C122,122,3,Foundiougne,,,,,,,,False,,,2057,124,64,17,False
L,B123,123,2,Fatick,,,,,,,,False,,,2074,26,98,17,False
L,C123,123,3,Gossas,,,,,,,,False,,,2074,124,64,17,False
L,B124,124,2,Kédougou,,,,,,,,False,,,2091,26,98,17,False
L,C124,124,3,Kédougou,,,,,,,,False,,,2091,124,64,17,False
L,B125,125,2,Kédougou,,,,,,,,False,,,2108,26,98,17,False
L,C125,125,3,Salemata,,,,,,,,False,,,2108,124,64,17,False
L,B126,126,2,Kédougou,,,,,,,,False,,,2125,26,98,17,False
L,C126,126,3,Saraya,,,,,,,,False,,,2125,124,64,17,False
L,B127,127,2,Kolda,,,,,,,,False,,,2142,26,98,17,False
L,C127,127,3,Kolda,,,,,,,,False,,,2142,124,64,17,False
L,B128,128,2,Louga,,,,,,,,False,,,2159,26,98,17,False
L,C128,128,3,Kébémer,,,,,,,,False,,,2159,124,64,17,False
L,B129,129,2,Louga,,,,,,,,False,,,2176,26,98,17,False
L,C129,129,3,Louga,,,,,,,,False,,,2176,124,64,17,False
L,B130,130,2,Sedhiou,,,,,,,,False,,,2193,26,98,17,False
L,C130,130,3,Bounkiling,,,,,,,,False,,,2193,124,64,17,False
L,B131,131,2,Sedhiou,,,,,,,,False,,,2210,26,98,17,False
L,C131,131,3,Goudomp,,,,,,,,False,,,2210,124,64,17,False
L,B132,132,2,Sedhiou,,,,,,,,False,,,2227,26,98,17,False
L,C132,132,3,Sedhiou,,,,,,,,False,,,2227,124,64,17,False
L,B133,133,2,Thiès,,,,,,,,False,,,2244,26,98,17,False
L,C133,133,3,Thies,,,,,,,,False,,,2244,124,64,17,False
L,B134,134,2,Thiès,,,,,,,,False,,,2261,26,98,17,False
L,C134,134,3,Tivaouane,,,,,,,,False,,,2261,124,64,17,False
L,B135,135,2,Ziguinchor,,,,,,,,False,,,2278,26,98,17,False
L,C135,135,3,Bignona,,,,,,,,False,,,2278,124,64,17,False
L,B136,136,2,Ziguinchor,,,,,,,,False,,,2295,26,98,17,False
L,C136,136,3,Oussouye,,,,,,,,False,,,2295,124,64,17,False
L,B137,137,2,Ziguinchor,,,,,,,,False,,,2312,26,98,17,False
L,C137,137,3,Ziguinchor,,,,,,,,False,,,2312,124,64,17,False
L,F139,139,6,(A) = spécification du problème pour le nombre d'animaux laitiers (par 10 femmelles reproductives),,,,,,,,False,,,2346,257,64,17,False
L,B140,140,2,Bovins,,,,,,,,False,,,2363,26,98,17,False
L,C140,140,3,saison des pluies,,,,,,,,False,,,2363,124,64,17,False
L,F140,140,6,(B) = spécification du problème pour rendement laitier par jour,,,,,,,,False,,,2363,257,64,17,False
L,AO140,140,41,Bovins,,,,,,,,False,,,2363,1824,47,17,False
L,AQ140,140,43,saison des pluies,,,,,,,,False,,,2363,1935,64,17,False
L,B141,141,2,Region,,,,,,,,False,,,2380,26,98,17,False
L,C141,141,3,District,,,,,,,,False,,,2380,124,64,17,False
L,D141,141,4,ZME,,,,,,,,False,,,2380,188,21,17,True
L,AO141,141,41,ZME,,,,,,,,False,,,2380,1824,47,17,True
L,E142,142,5,SN07,,,,,,,,False,,,2397,209,48,17,True
L,H142,142,8,SN08,,,,,,,,False,,,2397,342,48,17,True
L,K142,142,11,SN11,,,,,,,,False,,,2397,475,48,17,True
L,N142,142,14,SN12,,,,,,,,False,,,2397,608,48,17,True
L,Q142,142,17,SN14,,,,,,,,False,,,2397,741,48,17,True
L,T142,142,20,SN05,,,,,,,,False,,,2397,874,48,17,True
L,W142,142,23,SN15,,,,,,,,False,,,2397,1007,48,17,True
L,Z142,142,26,BK8,,,,,,,,False,,,2397,1140,48,17,True
L,AC142,142,29,BK9,,,,,,,,False,,,2397,1273,48,17,True
L,AF142,142,32,BK10,,,,,,,,False,,,2397,1406,48,17,True
L,AI142,142,35,BK11,,,,,,,,False,,,2397,1539,48,17,True
L,AL142,142,38,BK12,,,,,,,,False,,,2397,1672,48,17,True
L,AO142,142,41,SN07,,,,,,,,False,,,2397,1824,47,17,True
L,AP142,142,42,SN08,,,,,,,,False,,,2397,1871,64,17,True
L,AQ142,142,43,SN11,,,,,,,,False,,,2397,1935,64,17,True
L,AR142,142,44,SN12,,,,,,,,False,,,2397,1999,64,17,True
L,AS142,142,45,SN14,,,,,,,,False,,,2397,2063,64,17,True
L,AT142,142,46,SN05,,,,,,,,False,,,2397,2127,64,17,True
L,AU142,142,47,SN15,,,,,,,,False,,,2397,2191,64,17,True
L,AV142,142,48,BK8,,,,,,,,False,,,2397,2255,64,17,True
L,AW142,142,49,BK9,,,,,,,,False,,,2397,2319,64,17,True
L,AX142,142,50,BK10,,,,,,,,False,,,2397,2383,64,17,True
L,AY142,142,51,BK11,,,,,,,,False,,,2397,2447,64,17,True
L,AZ142,142,52,BK12,,,,,,,,False,,,2397,2511,64,17,True
L,D143,143,4,PK,,,,,,,,False,,,2414,188,21,17,True
L,E143,143,5,(A),,,,,,,,False,,,2414,209,48,17,True
L,F143,143,6,(B),,,,,,,,False,,,2414,257,64,17,True
L,G143,143,7,PK,,,,,,,,False,,,2414,321,21,17,True
L,H143,143,8,(A),,,,,,,,False,,,2414,342,48,17,True
L,I143,143,9,(B),,,,,,,,False,,,2414,390,64,17,True
L,J143,143,10,PK,,,,,,,,False,,,2414,454,21,17,True
L,K143,143,11,(A),,,,,,,,False,,,2414,475,48,17,True
L,L143,143,12,(B),,,,,,,,False,,,2414,523,64,17,True
L,M143,143,13,PK,,,,,,,,False,,,2414,587,21,17,True
L,N143,143,14,(A),,,,,,,,False,,,2414,608,48,17,True
L,O143,143,15,(B),,,,,,,,False,,,2414,656,64,17,True
L,P143,143,16,PK,,,,,,,,False,,,2414,720,21,17,True
L,Q143,143,17,(A),,,,,,,,False,,,2414,741,48,17,True
L,R143,143,18,(B),,,,,,,,False,,,2414,789,64,17,True
L,S143,143,19,PK,,,,,,,,False,,,2414,853,21,17,True
L,T143,143,20,(A),,,,,,,,False,,,2414,874,48,17,True
L,U143,143,21,(B),,,,,,,,False,,,2414,922,64,17,True
L,V143,143,22,PK,,,,,,,,False,,,2414,986,21,17,True
L,W143,143,23,(A),,,,,,,,False,,,2414,1007,48,17,True
L,X143,143,24,(B),,,,,,,,False,,,2414,1055,64,17,True
L,Y143,143,25,PK,,,,,,,,False,,,2414,1119,21,17,True
L,Z143,143,26,(A),,,,,,,,False,,,2414,1140,48,17,True
L,AA143,143,27,(B),,,,,,,,False,,,2414,1188,64,17,True
L,AB143,143,28,PK,,,,,,,,False,,,2414,1252,21,17,True
L,AC143,143,29,(A),,,,,,,,False,,,2414,1273,48,17,True
L,AD143,143,30,(B),,,,,,,,False,,,2414,1321,64,17,True
L,AE143,143,31,PK,,,,,,,,False,,,2414,1385,21,17,True
L,AF143,143,32,(A),,,,,,,,False,,,2414,1406,48,17,True
L,AG143,143,33,(B),,,,,,,,False,,,2414,1454,64,17,True
L,AH143,143,34,PK,,,,,,,,False,,,2414,1518,21,17,True
L,AI143,143,35,(A),,,,,,,,False,,,2414,1539,48,17,True
L,AJ143,143,36,(B),,,,,,,,False,,,2414,1587,64,17,True
L,AK143,143,37,PK,,,,,,,,False,,,2414,1651,21,17,True
L,AL143,143,38,(A),,,,,,,,False,,,2414,1672,48,17,True
L,AM143,143,39,(B),,,,,,,,False,,,2414,1720,64,17,True
L,B144,144,2,Diourbel,,,,,,,,False,,,2431,26,98,17,False
L,C144,144,3,Bambey,,,,,,,,False,,,2431,124,64,17,False
L,G144,144,7,■,,,,,,,,False,,,2431,321,21,17,False
L,B145,145,2,Diourbel,,,,,,,,False,,,2448,26,98,17,False
L,C145,145,3,Diourbel,,,,,,,,False,,,2448,124,64,17,False
L,G145,145,7,■,,,,,,,,False,,,2448,321,21,17,False
L,B146,146,2,Diourbel,,,,,,,,False,,,2465,26,98,17,False
L,C146,146,3,Mbacke,,,,,,,,False,,,2465,124,64,17,False
L,G146,146,7,■,,,,,,,,False,,,2465,321,21,17,False
L,B147,147,2,Fatick,,,,,,,,False,,,2482,26,98,17,False
L,C147,147,3,Fatick,,,,,,,,False,,,2482,124,64,17,False
L,G147,147,7,■,,,,,,,,False,,,2482,321,21,17,False
L,B148,148,2,Fatick,,,,,,,,False,,,2499,26,98,17,False
L,C148,148,3,Foundiougne,,,,,,,,False,,,2499,124,64,17,False
L,B149,149,2,Fatick,,,,,,,,False,,,2516,26,98,17,False
L,C149,149,3,Gossas,,,,,,,,False,,,2516,124,64,17,False
L,G149,149,7,■,,,,,,,,False,,,2516,321,21,17,False
L,B150,150,2,Kédougou,,,,,,,,False,,,2533,26,98,17,False
L,C150,150,3,Kédougou,,,,,,,,False,,,2533,124,64,17,False
L,V150,150,22,██,,,,,,,,False,,,2533,986,21,17,False
L,B151,151,2,Kédougou,,,,,,,,False,,,2550,26,98,17,False
L,C151,151,3,Salemata,,,,,,,,False,,,2550,124,64,17,False
L,V151,151,22,██,,,,,,,,False,,,2550,986,21,17,False
L,B152,152,2,Kédougou,,,,,,,,False,,,2567,26,98,17,False
L,C152,152,3,Saraya,,,,,,,,False,,,2567,124,64,17,False
L,V152,152,22,██,,,,,,,,False,,,2567,986,21,17,False
L,B153,153,2,Kolda,,,,,,,,False,,,2584,26,98,17,False
L,C153,153,3,Kolda,,,,,,,,False,,,2584,124,64,17,False
L,M153,153,13,■,,,,,,,,False,,,2584,587,21,17,False
L,B154,154,2,Louga,,,,,,,,False,,,2601,26,98,17,False
L,C154,154,3,Kébémer,,,,,,,,False,,,2601,124,64,17,False
L,S154,154,19,■,,,,,,,,False,,,2601,853,21,17,False
L,B155,155,2,Louga,,,,,,,,False,,,2618,26,98,17,False
L,C155,155,3,Louga,,,,,,,,False,,,2618,124,64,17,False
L,S155,155,19,■,,,,,,,,False,,,2618,853,21,17,False
L,B156,156,2,Sedhiou,,,,,,,,False,,,2635,26,98,17,False
L,C156,156,3,Bounkiling,,,,,,,,False,,,2635,124,64,17,False
L,M156,156,13,■,,,,,,,,False,,,2635,587,21,17,False
L,B157,157,2,Sedhiou,,,,,,,,False,,,2652,26,98,17,False
L,C157,157,3,Goudomp,,,,,,,,False,,,2652,124,64,17,False
L,M157,157,13,■,,,,,,,,False,,,2652,587,21,17,False
L,B158,158,2,Sedhiou,,,,,,,,False,,,2669,26,98,17,False
L,C158,158,3,Sedhiou,,,,,,,,False,,,2669,124,64,17,False
L,M158,158,13,■,,,,,,,,False,,,2669,587,21,17,False
L,B159,159,2,Thiès,,,,,,,,False,,,2686,26,98,17,False
L,C159,159,3,Thies,,,,,,,,False,,,2686,124,64,17,False
L,G159,159,7,■,,,,,,,,False,,,2686,321,21,17,False
L,B160,160,2,Thiès,,,,,,,,False,,,2703,26,98,17,False
L,C160,160,3,Tivaouane,,,,,,,,False,,,2703,124,64,17,False
L,S160,160,19,■,,,,,,,,False,,,2703,853,21,17,False
L,B161,161,2,Ziguinchor,,,,,,,,False,,,2720,26,98,17,False
L,C161,161,3,Bignona,,,,,,,,False,,,2720,124,64,17,False
L,J161,161,10,■,,,,,,,,False,,,2720,454,21,17,False
L,B162,162,2,Ziguinchor,,,,,,,,False,,,2737,26,98,17,False
L,C162,162,3,Oussouye,,,,,,,,False,,,2737,124,64,17,False
L,J162,162,10,■,,,,,,,,False,,,2737,454,21,17,False
L,B163,163,2,Ziguinchor,,,,,,,,False,,,2754,26,98,17,False
L,C163,163,3,Ziguinchor,,,,,,,,False,,,2754,124,64,17,False
L,J163,163,10,■,,,,,,,,False,,,2754,454,21,17,False
L,C165,165,3,saison 2,,,,,,,,False,,,2788,124,64,17,False
L,F165,165,6,(A) = spécification du problème pour le nombre d'animaux laitiers (par 10 femmelles reproductives),,,,,,,,False,,,2788,257,64,17,False
L,B166,166,2,Bovins,,,,,,,,False,,,2805,26,98,17,False
L,C166,166,3,saison 2,,,,,,,,False,,,2805,124,64,17,False
L,F166,166,6,(B) = spécification du problème pour rendement laitier par jour,,,,,,,,False,,,2805,257,64,17,False
L,AO166,166,41,Bovins,,,,,,,,False,,,2805,1824,47,17,False
L,AQ166,166,43,saison 2,,,,,,,,False,,,2805,1935,64,17,False
L,B167,167,2,Region,,,,,,,,False,,,2822,26,98,17,False
L,C167,167,3,District,,,,,,,,False,,,2822,124,64,17,False
L,D167,167,4,ZME,,,,,,,,False,,,2822,188,21,17,True
L,AO167,167,41,ZME,,,,,,,,False,,,2822,1824,47,17,True
L,E168,168,5,SN07,,,,,,,,False,,,2839,209,48,17,True
L,H168,168,8,SN08,,,,,,,,False,,,2839,342,48,17,True
L,K168,168,11,SN11,,,,,,,,False,,,2839,475,48,17,True
L,N168,168,14,SN12,,,,,,,,False,,,2839,608,48,17,True
L,Q168,168,17,SN14,,,,,,,,False,,,2839,741,48,17,True
L,T168,168,20,SN05,,,,,,,,False,,,2839,874,48,17,True
L,W168,168,23,SN15,,,,,,,,False,,,2839,1007,48,17,True
L,Z168,168,26,BK8,,,,,,,,False,,,2839,1140,48,17,True
L,AC168,168,29,BK9,,,,,,,,False,,,2839,1273,48,17,True
L,AF168,168,32,BK10,,,,,,,,False,,,2839,1406,48,17,True
L,AI168,168,35,BK11,,,,,,,,False,,,2839,1539,48,17,True
L,AL168,168,38,BK12,,,,,,,,False,,,2839,1672,48,17,True
L,AO168,168,41,SN07,,,,,,,,False,,,2839,1824,47,17,True
L,AP168,168,42,SN08,,,,,,,,False,,,2839,1871,64,17,True
L,AQ168,168,43,SN11,,,,,,,,False,,,2839,1935,64,17,True
L,AR168,168,44,SN12,,,,,,,,False,,,2839,1999,64,17,True
L,AS168,168,45,SN14,,,,,,,,False,,,2839,2063,64,17,True
L,AT168,168,46,SN05,,,,,,,,False,,,2839,2127,64,17,True
L,AU168,168,47,SN15,,,,,,,,False,,,2839,2191,64,17,True
L,AV168,168,48,BK8,,,,,,,,False,,,2839,2255,64,17,True
L,AW168,168,49,BK9,,,,,,,,False,,,2839,2319,64,17,True
L,AX168,168,50,BK10,,,,,,,,False,,,2839,2383,64,17,True
L,AY168,168,51,BK11,,,,,,,,False,,,2839,2447,64,17,True
L,AZ168,168,52,BK12,,,,,,,,False,,,2839,2511,64,17,True
L,D169,169,4,PK,,,,,,,,False,,,2856,188,21,17,True
L,E169,169,5,(A),,,,,,,,False,,,2856,209,48,17,True
L,F169,169,6,(B),,,,,,,,False,,,2856,257,64,17,True
L,G169,169,7,PK,,,,,,,,False,,,2856,321,21,17,True
L,H169,169,8,(A),,,,,,,,False,,,2856,342,48,17,True
L,I169,169,9,(B),,,,,,,,False,,,2856,390,64,17,True
L,J169,169,10,PK,,,,,,,,False,,,2856,454,21,17,True
L,K169,169,11,(A),,,,,,,,False,,,2856,475,48,17,True
L,L169,169,12,(B),,,,,,,,False,,,2856,523,64,17,True
L,M169,169,13,PK,,,,,,,,False,,,2856,587,21,17,True
L,N169,169,14,(A),,,,,,,,False,,,2856,608,48,17,True
L,O169,169,15,(B),,,,,,,,False,,,2856,656,64,17,True
L,P169,169,16,PK,,,,,,,,False,,,2856,720,21,17,True
L,Q169,169,17,(A),,,,,,,,False,,,2856,741,48,17,True
L,R169,169,18,(B),,,,,,,,False,,,2856,789,64,17,True
L,S169,169,19,PK,,,,,,,,False,,,2856,853,21,17,True
L,T169,169,20,(A),,,,,,,,False,,,2856,874,48,17,True
L,U169,169,21,(B),,,,,,,,False,,,2856,922,64,17,True
L,V169,169,22,PK,,,,,,,,False,,,2856,986,21,17,True
L,W169,169,23,(A),,,,,,,,False,,,2856,1007,48,17,True
L,X169,169,24,(B),,,,,,,,False,,,2856,1055,64,17,True
L,Y169,169,25,PK,,,,,,,,False,,,2856,1119,21,17,True
L,Z169,169,26,(A),,,,,,,,False,,,2856,1140,48,17,True
L,AA169,169,27,(B),,,,,,,,False,,,2856,1188,64,17,True
L,AB169,169,28,PK,,,,,,,,False,,,2856,1252,21,17,True
L,AC169,169,29,(A),,,,,,,,False,,,2856,1273,48,17,True
L,AD169,169,30,(B),,,,,,,,False,,,2856,1321,64,17,True
L,AE169,169,31,PK,,,,,,,,False,,,2856,1385,21,17,True
L,AF169,169,32,(A),,,,,,,,False,,,2856,1406,48,17,True
L,AG169,169,33,(B),,,,,,,,False,,,2856,1454,64,17,True
L,AH169,169,34,PK,,,,,,,,False,,,2856,1518,21,17,True
L,AI169,169,35,(A),,,,,,,,False,,,2856,1539,48,17,True
L,AJ169,169,36,(B),,,,,,,,False,,,2856,1587,64,17,True
L,AK169,169,37,PK,,,,,,,,False,,,2856,1651,21,17,True
L,AL169,169,38,(A),,,,,,,,False,,,2856,1672,48,17,True
L,AM169,169,39,(B),,,,,,,,False,,,2856,1720,64,17,True
L,B170,170,2,Diourbel,,,,,,,,False,,,2873,26,98,17,False
L,C170,170,3,Bambey,,,,,,,,False,,,2873,124,64,17,False
L,B171,171,2,Diourbel,,,,,,,,False,,,2890,26,98,17,False
L,C171,171,3,Diourbel,,,,,,,,False,,,2890,124,64,17,False
L,B172,172,2,Diourbel,,,,,,,,False,,,2907,26,98,17,False
L,C172,172,3,Mbacke,,,,,,,,False,,,2907,124,64,17,False
L,B173,173,2,Fatick,,,,,,,,False,,,2924,26,98,17,False
L,C173,173,3,Fatick,,,,,,,,False,,,2924,124,64,17,False
L,B174,174,2,Fatick,,,,,,,,False,,,2941,26,98,17,False
L,C174,174,3,Foundiougne,,,,,,,,False,,,2941,124,64,17,False
